paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
335,robot control learning,A nonlinear iterative learning method for robot path control,2009,Robotica,Zeungnam Bien,10.1017/s0263574700000564,https://doi.org/10.1017/s0263574700000564,5,,,,,,,
336,robot control learning,Adaptive Nonlinear PD Learning Control for Robot Manipulators,2009,"Volume 2: 28th Biennial Mechanisms and Robotics Conference, Parts A and B",P. R. Ouyang,10.1115/detc2004-57131,https://doi.org/10.1115/detc2004-57131,5,,,,,,,
337,robot state estimation learning,Complexity study of guaranteed state estimation applied to robot localization,2009,"2008 10th International Conference on Control, Automation, Robotics and Vision",Emmanuel Seignez,10.1109/icarcv.2008.4795552,https://doi.org/10.1109/icarcv.2008.4795552,5,,,,,,,
338,robot control learning,Connectionist reinforcement learning of robot control skills,2009,AIP Conference Proceedings,Rui Araújo,10.1063/1.56336,https://doi.org/10.1063/1.56336,5,,,,,,,
339,robot tactile perception,Continuous tactile perception for vibrotactile displays,2009,2009 IEEE International Workshop on Robotic and Sensors Environments,Lara Rahal,10.1109/rose.2009.5355986,https://doi.org/10.1109/rose.2009.5355986,5,,,,,,,
340,robot manipulation learning,Learning affordance relations in a mobile robot with limited manipulation capabilities,2009,Neuroscience Research,Emre Ugur,10.1016/j.neures.2009.09.978,https://doi.org/10.1016/j.neures.2009.09.978,5,,,,,,,
341,robot control learning,Learning complex robot control using evolutionary behavior based systems,2009,Proceedings of the 11th Annual conference on Genetic and evolutionary computation,Yohannes Kassahun,10.1145/1569901.1569920,https://doi.org/10.1145/1569901.1569920,5,,,,,,,
342,robot control learning,Mobile robot control using self-learning neural network,2009,2009 7th International Symposium on Intelligent Systems and Informatics,Branko Markoski,10.1109/sisy.2009.5291131,https://doi.org/10.1109/sisy.2009.5291131,5,,,,,,,
343,robot planning learning,Neural Q-learning in motion planning for mobile robot,2009,2009 IEEE International Conference on Automation and Logistics,Zheng Qin,10.1109/ical.2009.5262570,https://doi.org/10.1109/ical.2009.5262570,5,,,,,,,
344,robot control learning,Reinforcement learning control of robot manipulators in uncertain environments,2009,2009 IEEE International Conference on Industrial Technology,Hitesh Shah,10.1109/icit.2009.4939504,https://doi.org/10.1109/icit.2009.4939504,5,,,,,,,
345,robot foundation model manipulation,Robot Hands and the Mechanics of Manipulation,2009,"Journal of Dynamic Systems, Measurement, and Control",Matthew T. Mason,10.1115/1.3153010,https://doi.org/10.1115/1.3153010,5,,,,,,,
346,robot planning learning,Robot Path Planning,2009,Wiley Encyclopedia of Computer Science and Engineering,Harry Chia‐Hung Hsu,10.1002/9780470050118.ecse724,https://doi.org/10.1002/9780470050118.ecse724,5,,,,,,,
347,robot tactile perception,Robot Tactile Sensing,2009,Computing &amp; Control Engineering Journal,A.G. Blay,10.1049/cce:19910063,https://doi.org/10.1049/cce:19910063,5,,,,,,,
348,robot foundation model manipulation,Robot-assisted catheter manipulation for intracardiac navigation,2009,International Journal of Computer Assisted Radiology and Surgery,Yusof Ganji,10.1007/s11548-009-0296-z,https://doi.org/10.1007/s11548-009-0296-z,5,,,,,,,
349,robot representation learning,State Matrix Representation of Assembly and Robot Planning,2009,Robotica,S. M. Noorhosseini,10.1017/s0263574700017793,https://doi.org/10.1017/s0263574700017793,5,,,,,,,
350,robot control learning,ANTICIPATIVE ITERATIVE LEARNING CONTROL OF ROBOT MANIPULATORS,2010,IFAC Proceedings Volumes,Ilia G. Polushin,10.3182/20050703-6-cz-1902.01353,https://doi.org/10.3182/20050703-6-cz-1902.01353,5,,,,,,,
351,robot control learning,Adaptive iterative learning control for robot manipulators,2010,2010 IEEE International Conference on Intelligent Computing and Intelligent Systems,Xiao-gang Jia,10.1109/icicisys.2010.5658818,https://doi.org/10.1109/icicisys.2010.5658818,5,,,,,,,
352,robot planning learning,Combining Planning with Reinforcement Learning for Multi-robot Task Allocation,2010,Lecture Notes in Computer Science,Malcolm Strens,10.1007/978-3-540-32274-0_17,https://doi.org/10.1007/978-3-540-32274-0_17,5,,,,,,,
353,robot control learning,EFFICIENT LEARNING CONTROL OF POINT-TO-POINT ROBOT MOTION,2010,Mobile Robotics,KIRIL KIRYAZOV,10.1142/9789814291279_0129,https://doi.org/10.1142/9789814291279_0129,5,,,,,,,
354,robot control learning,INVERSE DYNAMICS AND FUZZY REPETITIVE LEARNING FLEXIBLE ROBOT CONTROL,2010,IFAC Proceedings Volumes,A. Green,10.3182/20020721-6-es-1901.00835,https://doi.org/10.3182/20020721-6-es-1901.00835,5,,,,,,,
355,robot control learning,Intelligent Control of Robot Manipulators by Learning,2010,"Journal of Control, Automation and Systems Engineering",,10.5302/j.icros.2005.11.4.330,https://doi.org/10.5302/j.icros.2005.11.4.330,5,,,,,,,
356,robot foundation model manipulation,Landmark manipulation system for mobile robot navigation,2010,The 2010 International Conference on Computer Engineering &amp; Systems,Mohammed Elmogy,10.1109/icces.2010.5674836,https://doi.org/10.1109/icces.2010.5674836,5,,,,,,,
357,robot manipulation learning,Learning the elasticity parameters of deformable objects with a manipulation robot,2010,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,Barbara Frank,10.1109/iros.2010.5653949,https://doi.org/10.1109/iros.2010.5653949,5,,,,,,,
358,robot world model,MODEL-BASED MULTISENSORY ROBOT VISION,2010,Series in Machine Perception and Artificial Intelligence,H. Bunke,10.1142/9789812797773_0018,https://doi.org/10.1142/9789812797773_0018,5,,,,,,,
359,robot control learning,Model-Free Learning and Control in a Mobile Robot,2010,2009 Fifth International Conference on Natural Computation,Brandon Rohrer,10.1109/icnc.2009.38,https://doi.org/10.1109/icnc.2009.38,5,,,,,,,
360,robot control learning,Modular Learning Schemes for Visual Robot Control,2010,Lecture Notes in Computer Science,Gilles Hermann,10.1007/11521082_20,https://doi.org/10.1007/11521082_20,5,,,,,,,
361,robot control learning,Multi-robot Formation Control Using Reinforcement Learning Method,2010,Lecture Notes in Computer Science,Guoyu Zuo,10.1007/978-3-642-13495-1_82,https://doi.org/10.1007/978-3-642-13495-1_82,5,,,,,,,
362,robot control learning,Neural Network Robot Control with Noisy Learning,2010,IFAC Proceedings Volumes,Abraham K. Ishihara,10.3182/20080706-5-kr-1001.01984,https://doi.org/10.3182/20080706-5-kr-1001.01984,5,,,,,,,
363,robot 3D perception,Smart robot perception through Internet data mining,2010,2010 8th World Congress on Intelligent Control and Automation,Peijiang Yuan,10.1109/wcica.2010.5554465,https://doi.org/10.1109/wcica.2010.5554465,5,,,,,,,
364,robot 3D perception,Active Perception and Robot Vision,2011,,,10.1007/978-3-642-77225-2,https://doi.org/10.1007/978-3-642-77225-2,5,,,,,,,
365,robot tactile perception,Contact based robot control through tactile maps,2011,49th IEEE Conference on Decision and Control (CDC),Giorgio Cannata,10.1109/cdc.2010.5717306,https://doi.org/10.1109/cdc.2010.5717306,5,,,,,,,
366,robot control learning,Evolutionary Learning of Fuzzy Control in Robot-Soccer,2011,Computational Intelligence in Control,P. J. Thomas,10.4018/978-1-59140-037-0.ch005,https://doi.org/10.4018/978-1-59140-037-0.ch005,5,,,,,,,
367,robot control learning,Force/Position Learning Control of Multiple Robot Manipulators,2011,"Transactions of the Institute of Systems, Control and Information Engineers",Shunmugham R PANDIAN,10.5687/iscie.9.101,https://doi.org/10.5687/iscie.9.101,5,,,,,,,
368,robot manipulation learning,Human-robot collaborative manipulation through imitation and reinforcement learning,2011,2011 IEEE International Conference on Information and Automation,Ye Gu,10.1109/icinfa.2011.5948979,https://doi.org/10.1109/icinfa.2011.5948979,5,,,,,,,
369,robot planning learning,Learning Dimensional Descent planning for a highly-articulated robot arm,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,P. Vernaza,10.1109/iros.2011.6048701,https://doi.org/10.1109/iros.2011.6048701,5,,,,,,,
370,robot planning learning,Learning Dimensional Descent planning for a highly-articulated robot arm,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,Paul Vernaza,10.1109/iros.2011.6095009,https://doi.org/10.1109/iros.2011.6095009,5,,,,,,,
371,robot control learning,Learning impedance control for physical robot–environment interaction,2011,International Journal of Control,Yanan Li,10.1080/00207179.2011.642309,https://doi.org/10.1080/00207179.2011.642309,5,,,,,,,
372,robot control learning,Model learning for robot control: a survey,2011,Cognitive Processing,Duy Nguyen-Tuong,10.1007/s10339-011-0404-1,https://doi.org/10.1007/s10339-011-0404-1,5,,,,,,,
373,robot 3D perception,Multi-model fitting using Particle Swarm Optimization for 3D perception in robot vision,2011,2010 IEEE International Conference on Robotics and Biomimetics,Kai Zhou,10.1109/robio.2010.5723508,https://doi.org/10.1109/robio.2010.5723508,5,,,,,,,
374,robot tactile perception,Robot Tactile Perception,2011,Sensor-Based Robots: Algorithms and Architectures,G. Buttazzo,10.1007/978-3-642-75530-9_2,https://doi.org/10.1007/978-3-642-75530-9_2,5,,,,,,,
375,robot planning learning,Robot task planning and trajectory learning based on programming by demonstration,2011,2010 International Symposium on Optomechatronic Technologies,Peter Scheer,10.1109/isot.2010.5687310,https://doi.org/10.1109/isot.2010.5687310,5,,,,,,,
376,robot state estimation learning,State-to-state Control with Learning Control and Its Application to Robot Juggling Task.,2011,Journal of the Japan Society for Precision Engineering,Yongjin Piao,10.2493/jjspe.60.667,https://doi.org/10.2493/jjspe.60.667,5,,,,,,,
377,robot control learning,Velocity observer-based iterative learning control for robot manipulators,2011,International Journal of Systems Science,Farah Bouakrif,10.1080/00207721.2011.600467,https://doi.org/10.1080/00207721.2011.600467,5,,,,,,,
378,robot control learning,Adaptive Iterative Learning Control for SCARA Robot Manipulators,2012,International Journal of Advancements in Computing Technology,Rui Tang -,10.4156/ijact.vol4.issue21.7,https://doi.org/10.4156/ijact.vol4.issue21.7,5,,,,,,,
379,robot manipulation learning,An Extended Mobile Manipulation Robot Learning Novel Objects,2012,Journal of the Robotics Society of Japan,Tomoaki Nakamura,10.7210/jrsj.30.213,https://doi.org/10.7210/jrsj.30.213,5,,,,,,,
380,robot foundation model manipulation,Concepts of Manipulation Robot Control,2012,Applied Control of Manipulation Robots,Miomir Vukobratović,10.1007/978-3-642-83869-9_1,https://doi.org/10.1007/978-3-642-83869-9_1,5,,,,,,,
381,robot foundation model manipulation,Development of 3D Elastic Deformable Object Model for Robot Manipulation Purposes,2012,Applied Mechanics and Materials,Cheong Hou Yew,10.4028/www.scientific.net/amm.157-158.1167,https://doi.org/10.4028/www.scientific.net/amm.157-158.1167,5,,,,,,,
382,robot invariance,Grasp invariance,2012,The International Journal of Robotics Research,Alberto Rodriguez,10.1177/0278364911430416,https://doi.org/10.1177/0278364911430416,5,,,,,,,
383,robot dynamics learning,Hamiltonian dynamics for robot navigation,2012,2011 9th IEEE International Conference on Control and Automation (ICCA),Daniele Casagrande,10.1109/icca.2011.6138023,https://doi.org/10.1109/icca.2011.6138023,5,,,,,,,
384,robot dynamics learning,LTL robot motion control based on automata learning of environmental dynamics,2012,2012 IEEE International Conference on Robotics and Automation,Yushan Chen,10.1109/icra.2012.6225075,https://doi.org/10.1109/icra.2012.6225075,5,,,,,,,
385,robot 3D perception,Locomotion. Perception Driven Robot Locomotion.,2012,Journal of the Robotics Society of Japan,M. Anthony Lewis,10.7210/jrsj.20.273,https://doi.org/10.7210/jrsj.20.273,5,,,,,,,
386,robot control learning,Machine Learning Algorithms in Bipedal Robot Control,2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)",Shouyi Wang,10.1109/tsmcc.2012.2186565,https://doi.org/10.1109/tsmcc.2012.2186565,5,,,,,,,
387,robot manipulation learning,Monitoring of manipulation activities for a service robot using supervised learning,2012,2012 IEEE International Conference on Robotics and Automation,Steffen W. Ruehl,10.1109/icra.2012.6224803,https://doi.org/10.1109/icra.2012.6224803,5,,,,,,,
388,embodied intelligence invariance,Motivation in Embodied Intelligence,2012,"Frontiers in Robotics, Automation and Control",Janusz A.,10.5772/6332,https://doi.org/10.5772/6332,5,,,,,,,
389,robot world model,Prolog-Based World Models For Mobile Robot Navigation,2012,SPIE Proceedings,Mark B. Kadonoff,10.1117/12.968262,https://doi.org/10.1117/12.968262,5,,,,,,,
390,robot control learning,Remote Robot Control Learning Powered by Bluetooth Communication System,2012,Technology for Education and Learning,Hahmin Jung,10.2316/p.2012.750-019,https://doi.org/10.2316/p.2012.750-019,5,,,,,,,
391,robot control learning,Robot Control via RPO-based Reinforcement Learning Algorithm,2012,Journal of Korean Institute of Intelligent Systems,Jong-Ho Kim,10.5391/jkiis.2005.15.4.505,https://doi.org/10.5391/jkiis.2005.15.4.505,5,,,,,,,
392,robot foundation model manipulation,Robot with Integrated Locomotion and Manipulation. Robot with Integrated Locomotion and Manipulation for Agriculture.,2012,Journal of the Robotics Society of Japan,Jun-ichi Sato,10.7210/jrsj.13.924,https://doi.org/10.7210/jrsj.13.924,5,,,,,,,
393,robot foundation model manipulation,Robot with Integrated Locomotion and Manipulation. Robot with Integrated Locomotion and Manipulation in Maintenance Work.,2012,Journal of the Robotics Society of Japan,Katsuhiko Sato,10.7210/jrsj.13.928,https://doi.org/10.7210/jrsj.13.928,5,,,,,,,
394,robot foundation model manipulation,"Robot with Integrated Locomotion and Manipulation. What is Robot with Integrated Locomotion and Manipulation, and Its Future?",2012,Journal of the Robotics Society of Japan,Tatsuo Arai,10.7210/jrsj.13.896,https://doi.org/10.7210/jrsj.13.896,5,,,,,,,
395,robot invariance,Signal invariance and trajectory steering problem for an autonomous wheeled robot,2012,IEEE Conference on Decision and Control and European Control Conference,Vladimir A. Yakubovich,10.1109/cdc.2011.6160990,https://doi.org/10.1109/cdc.2011.6160990,5,,,,,,,
396,robot manipulation learning,Special Issue: Robot Behavior. Behavior &amp; Learning. Groping Motion and Manipulation.,2012,Journal of the Robotics Society of Japan,Kosei KITAGAKI,10.7210/jrsj.11.1138,https://doi.org/10.7210/jrsj.11.1138,5,,,,,,,
397,robot 3D perception,Teaching Stereo Perception to YOUR Robot,2012,Procedings of the British Machine Vision Conference 2012,Marcus Wallenberg,10.5244/c.26.29,https://doi.org/10.5244/c.26.29,5,,,,,,,
398,robot planning learning,Teamwork Planning and Learning in Adversarial Multi-Robot Domains,2012,Advances in Autonomous Mini Robots,Manuela Veloso,10.1007/978-3-642-27482-4_3,https://doi.org/10.1007/978-3-642-27482-4_3,5,,,,,,,
